Time_sec,Data
0,-0.012709
0.04,-0.012709
0.08,-0.012709
0.12,-0.012709
0.16,-0.012709
0.2,-0.012709
0.24,-0.012709
0.28,-0.012709
0.32,-0.012709
0.36,-0.012709
0.4,-0.012709
0.44,-0.012709
0.48,-0.012709
0.52,-0.012709
0.56,-0.012709
0.6,-0.012709
0.64,-0.012709
0.68,-0.012709
0.72,-0.012709
0.76,-0.012709
0.8,-0.012709
0.84,-0.012709
0.88,-0.012709
0.92,-0.012709
0.96,-0.012709
1,-0.012709
1.04,-0.012709
1.08,-0.012709
1.12,-0.012709
1.16,-0.011042
1.2,-0.0093752
1.24,-0.0093752
1.28,-0.0060419
1.32,-0.0060419
1.36,-0.0043752
1.4,-0.0010419
1.44,0.0039581
1.48,0.010625
1.52,0.013958
1.56,0.017291
1.6,0.022291
1.64,0.028958
1.68,0.032291
1.72,0.037291
1.76,0.042291
1.8,0.045625
1.84,0.052291
1.88,0.052291
1.92,0.053958
1.96,0.057291
2,0.068958
2.04,0.072291
2.08,0.073958
2.12,0.077291
2.16,0.078958
2.2,0.080625
2.24,0.085625
2.28,0.085625
2.32,0.083958
2.36,0.082291
2.4,0.082291
2.44,0.083958
2.48,0.083958
2.52,0.085625
2.56,0.085625
2.6,0.085625
2.64,0.085625
2.68,0.085625
2.72,0.088958
2.76,0.092291
2.8,0.092291
2.84,0.095625
2.88,0.097291
2.92,0.10062
2.96,0.10229
3,0.10562
3.04,0.10729
3.08,0.11062
3.12,0.11062
3.16,0.11229
3.2,0.11229
3.24,0.11396
3.28,0.11562
3.32,0.12062
3.36,0.12229
3.4,0.12229
3.44,0.12562
3.48,0.12896
3.52,0.13062
3.56,0.13229
3.6,0.13562
3.64,0.14062
3.68,0.14396
3.72,0.14562
3.76,0.14896
3.8,0.15396
3.84,0.15729
3.88,0.16229
3.92,0.16396
3.96,0.10896
4,0.10896
4.04,0.10896
4.08,0.11062
4.12,0.11229
4.16,0.11562
4.2,0.11896
4.24,0.12062
4.28,0.12062
4.32,0.12396
4.36,0.12396
