Time_sec,Data
0,-0.0025136
0.04,-0.0025136
0.08,-0.0025136
0.12,-0.0025136
0.16,-0.0025136
0.2,-0.0025136
0.24,-0.0025136
0.28,-0.0025136
0.32,-0.0025136
0.36,-0.0025136
0.4,-0.0025136
0.44,-0.0025136
0.48,-0.0025136
0.52,-0.0025136
0.56,-0.0025136
0.6,-0.0025136
0.64,-0.0025136
0.68,-0.0025136
0.72,-0.0025136
0.76,-0.0025136
0.8,0.0024864
0.84,0.0024864
0.88,0.0024864
0.92,0.0041531
0.96,0.0024864
1,0.00081975
1.04,0.00081975
1.08,0.00081975
1.12,0.00081975
1.16,0.00081975
1.2,0.00081975
1.24,0.00081975
1.28,0.0024864
1.32,0.0041531
1.36,0.0074864
1.4,0.01082
1.44,0.0091531
1.48,0.0091531
1.52,0.01082
1.56,0.014153
1.6,0.017486
1.64,0.022486
1.68,0.024153
1.72,0.024153
1.76,0.024153
1.8,0.024153
1.84,0.027486
1.88,0.029153
1.92,0.032486
1.96,0.034153
2,0.037486
2.04,0.047486
2.08,0.057486
2.12,0.067486
2.16,0.07582
2.2,0.08082
2.24,0.087486
2.28,0.09082
2.32,0.094153
2.36,0.09582
2.4,0.10249
2.44,0.10915
2.48,0.11749
2.52,0.12582
2.56,0.13749
2.6,0.14915
2.64,0.15582
2.68,0.16415
2.72,0.17915
2.76,0.18915
2.8,0.19915
2.84,0.20915
2.88,0.21582
2.92,0.22415
2.96,0.22749
3,0.22749
3.04,0.22915
3.08,0.23749
3.12,0.24249
3.16,0.24915
3.2,0.25249
3.24,0.25582
3.28,0.25749
3.32,0.25749
3.36,0.25915
3.4,0.25915
3.44,0.26082
3.48,0.26415
3.52,0.26749
3.56,0.28582
3.6,0.29749
3.64,0.29915
3.68,0.31415
3.72,0.31249
3.76,0.30915
3.8,0.31249
3.84,0.31082
3.88,0.30749
3.92,0.30415
3.96,0.29915
4,0.30582
4.04,0.31082
4.08,0.30749
4.12,0.30415
4.16,0.30415
4.2,0.30249
4.24,0.29915
4.28,0.29749
4.32,0.29249
4.36,0.29082
4.4,0.28915
4.44,0.28915
4.48,0.28749
4.52,0.28915
4.56,0.29249
4.6,0.29249
4.64,0.29415
4.68,0.29415
4.72,0.29749
4.76,0.29415
4.8,0.29082
4.84,0.29249
4.88,0.29249
4.92,0.28915
4.96,0.28582
5,0.28415
5.04,0.27915
5.08,0.28082
5.12,0.28082
5.16,0.28082
5.2,0.27915
5.24,0.27749
5.28,0.27749
5.32,0.27415
5.36,0.27415
5.4,0.27415
5.44,0.27582
5.48,0.27749
5.52,0.27749
5.56,0.27749
5.6,0.27415
5.64,0.27415
5.68,0.27415
5.72,0.27249
5.76,0.27249
5.8,0.27415
5.84,0.27415
5.88,0.27415
5.92,0.27582
5.96,0.27749
6,0.27749
