Time(sec),Diff Intensity
4.5333333333,0
4.5666666667,0
4.6,0
4.6333333333,0
4.6666666667,0
4.7,0
4.7333333333,0
4.7666666667,0
4.8,0
4.8333333333,0
4.8666666667,0
4.9,0
4.9333333333,0
4.9666666667,0
5,0
5.0333333333,0
5.0666666667,0
5.1,0
5.1333333333,0
5.1666666667,0
5.2,0
5.2333333333,0
5.2666666667,0
5.3,0
5.3333333333,0
5.3666666667,0
5.4,0
5.4333333333,0
5.4666666667,0
5.5,0
5.5333333333,0
5.5666666667,0
5.6,0
5.6333333333,0
5.6666666667,0
5.7,0
5.7333333333,0
5.7666666667,0
5.8,0
5.8333333333,0
5.8666666667,0
5.9,0
5.9333333333,0
5.9666666667,0
6,0
6.0333333333,0
6.0666666667,0
6.1,0
6.1333333333,0
6.1666666667,0
6.2,0
6.2333333333,0
6.2666666667,0
6.3,0
6.3333333333,0
6.3666666667,0
6.4,0
6.4333333333,0
6.4666666667,0
6.5,0
6.5333333333,0
6.5666666667,0
6.6,0
6.6333333333,0
6.6666666667,0
6.7,0
6.7333333333,0
6.7666666667,0
6.8,0
6.8333333333,0
6.8666666667,0
6.9,0
6.9333333333,0
6.9666666667,0
7,0
7.0333333333,0
7.0666666667,0
7.1,0
7.1333333333,0
7.1666666667,0
7.2,0
7.2333333333,0
7.2666666667,0
7.3,0
7.3333333333,0
7.3666666667,0
7.4,0
7.4333333333,0
7.4666666667,0
7.5,0
7.5333333333,0
7.5666666667,0
7.6,0
7.6333333333,0
7.6666666667,0
7.7,0
7.7333333333,0
7.7666666667,0
7.8,0
7.8333333333,0
7.8666666667,0
7.9,0
7.9333333333,0
7.9666666667,0
8,0
8.0333333333,0
8.0666666667,0
8.1,0
8.1333333333,0
8.1666666667,0
8.2,0
8.2333333333,0
8.2666666667,0
8.3,0
8.3333333333,0
8.3666666667,0
8.4,0
8.4333333333,0
8.4666666667,0
8.5,0
8.5333333333,0
8.5666666667,0
8.6,0
8.6333333333,0
8.6666666667,0
8.7,0
8.7333333333,0
8.7666666667,0
8.8,0
8.8333333333,0
8.8666666667,0
8.9,0
8.9333333333,0
8.9666666667,0
9,0
9.0333333333,0
9.0666666667,0
9.1,0
9.1333333333,0
9.1666666667,0
9.2,0
9.2333333333,0
9.2666666667,0
9.3,0
9.3333333333,0
9.3666666667,0
9.4,0
9.4333333333,0
9.4666666667,0
9.5,0
9.5333333333,0
9.5666666667,0
9.6,0
9.6333333333,0
9.6666666667,0
9.7,0
9.7333333333,0
9.7666666667,0
9.8,0
9.8333333333,0
9.8666666667,0
9.9,0
9.9333333333,0
9.9666666667,0
10,-0.00067
10.0333333333,-0.00067
10.0666666667,-0.00067
10.1,-0.00067
10.1333333333,-0.00067
10.1666666667,-0.00067
10.2,-0.00067
10.2333333333,-0.00066
10.2666666667,-0.00067
10.3,-0.00067
10.3333333333,-0.00067
10.3666666667,-0.00067
10.4,-0.00067
10.4333333333,-0.00067
10.4666666667,-0.00067
10.5,-0.00067
10.5333333333,-0.00066
10.5666666667,-0.00067
10.6,-0.00067
10.6333333333,-0.00067
10.6666666667,-0.00067
10.7,-0.00067
10.7333333333,-0.00067
10.7666666667,-0.00067
10.8,-0.00067
10.8333333333,-0.00066
10.8666666667,-0.00067
10.9,-0.00067
10.9333333333,-0.00067
10.9666666667,-0.00067
11,-0.00067
11.0333333333,-0.00067
11.0666666667,-0.00067
11.1,-0.00067
11.1333333333,-0.00066
11.1666666667,-0.00067
11.2,-0.00067
11.2333333333,-0.00067
11.2666666667,-0.00067
11.3,-0.00067
11.3333333333,-0.00067
11.3666666667,-0.00067
11.4,-0.00067
11.4333333333,-0.00066
11.4666666667,-0.00067
11.5,-0.00067
11.5333333333,-0.00067
11.5666666667,-0.00067
11.6,-0.00067
11.6333333333,-0.00067
11.6666666667,-0.00067
11.7,-0.00067
11.7333333333,-0.00066
11.7666666667,-0.00067
11.8,-0.00067
11.8333333333,-0.00067
11.8666666667,-0.00067
11.9,-0.00067
11.9333333333,-0.00067
11.9666666667,-0.00067
12,-0.00067
12.0333333333,-0.00066
12.0666666667,-0.00067
12.1,-0.00067
12.1333333333,-0.00067
12.1666666667,-0.00067
12.2,-0.00067
12.2333333333,-0.00067
12.2666666667,-0.00067
12.3,-0.00067
12.3333333333,-0.00066
12.3666666667,-0.00067
12.4,-0.00067
12.4333333333,-0.00067
12.4666666667,-0.00067
12.5,-0.00067
12.5333333333,-0.00067
12.5666666667,-0.00067
12.6,-0.00067
12.6333333333,-0.00067
12.6666666667,-0.00066
12.7,-0.00067
12.7333333333,-0.00067
12.7666666667,-0.00067
12.8,-0.00067
12.8333333333,-0.00067
12.8666666667,-0.00067
12.9,-0.00067
12.9333333333,-0.00067
12.9666666667,-0.00066
13,-0.00067
13.0333333333,-0.00067
13.0666666667,-0.00067
13.1,-0.00067
13.1333333333,-0.00067
13.1666666667,-0.00067
13.2,-0.00067
13.2333333333,-0.00067
13.2666666667,-0.00066
13.3,-0.00067
13.3333333333,-0.00067
13.3666666667,-0.00067
13.4,-0.00067
13.4333333333,-0.00067
13.4666666667,-0.00067
13.5,-0.00067
13.5333333333,-0.00067
13.5666666667,-0.00066
13.6,-0.00067
13.6333333333,-0.00067
13.6666666667,-0.00067
13.7,-0.00067
13.7333333333,-0.00067
13.7666666667,-0.00067
13.8,-0.00067
13.8333333333,-0.00067
13.8666666667,-0.00066
13.9,-0.00067
13.9333333333,-0.00067
13.9666666667,-0.00067
14,-0.00067
14.0333333333,-0.00067
14.0666666667,-0.00067
14.1,-0.00067
14.1333333333,-0.00067
14.1666666667,-0.00066
14.2,-0.00067
14.2333333333,-0.00067
14.2666666667,-0.00067
14.3,-0.00067
14.3333333333,-0.00067
14.3666666667,-0.00067
14.4,-0.00067
14.4333333333,-0.00067
14.4666666667,-0.00066
14.5,-0.00067
14.5333333333,-0.00067
14.5666666667,-0.00067
14.6,-0.00067
14.6333333333,-0.00067
14.6666666667,-0.00067
14.7,-0.00067
14.7333333333,-0.00067
14.7666666667,-0.00066
14.8,-0.00067
14.8333333333,-0.00067
14.8666666667,-0.00067
14.9,-0.00067
14.9333333333,-0.00067
14.9666666667,-0.00067
15,-0.00067
15.0333333333,-0.00067
15.0666666667,-0.00066
15.1,-0.00067
15.1333333333,-0.00067
15.1666666667,-0.00067
15.2,-0.00067
15.2333333333,-0.00067
15.2666666667,-0.00067
15.3,-0.00067
15.3333333333,-0.00067
15.3666666667,-0.00066
15.4,-0.00067
15.4333333333,-0.00067
15.4666666667,-0.00067
15.5,-0.00067
15.5333333333,-0.00067
15.5666666667,-0.00067
15.6,-0.00067
15.6333333333,-0.00067
15.6666666667,-0.00066
15.7,-0.00067
15.7333333333,-0.00067
15.7666666667,-0.00067
15.8,-0.00067
15.8333333333,-0.00067
15.8666666667,-0.00067
15.9,-0.00067
15.9333333333,-0.00067
15.9666666667,-0.00066
16,-0.00067
16.0333333333,-0.00067
16.0666666667,-0.00067
16.1,-0.00067
16.1333333333,-0.00067
16.1666666667,-0.00067
16.2,-0.00067
16.2333333333,-0.00067
16.2666666667,-0.00066
16.3,-0.00067
16.3333333333,-0.00067
16.3666666667,-0.00067
16.4,-0.00067
16.4333333333,-0.00067
16.4666666667,-0.00067
16.5,-0.00067
16.5333333333,-0.00067
16.5666666667,-0.00066
16.6,-0.00067
16.6333333333,-0.00067
16.6666666667,-0.00067
16.7,-0.00067
16.7333333333,-0.00067
16.7666666667,-0.00067
16.8,-0.00067
16.8333333333,-0.00067
16.8666666667,-0.00066
16.9,-0.00067
16.9333333333,-0.00067
16.9666666667,-0.00067
17,-0.00067
17.0333333333,-0.00067
17.0666666667,-0.00067
17.1,-0.00067
17.1333333333,-0.00067
17.1666666667,-0.00066
17.2,-0.00067
17.2333333333,-0.00067
17.2666666667,-0.00067
17.3,-0.00067
17.3333333333,-0.00067
17.3666666667,-0.00067
17.4,-0.00067
17.4333333333,-0.00067
17.4666666667,-0.00067
17.5,-0.00066
17.5333333333,-0.00067
17.5666666667,-0.00067
17.6,-0.00067
17.6333333333,-0.00067
17.6666666667,-0.00067
17.7,-0.00067
17.7333333333,-0.00067
17.7666666667,-0.00067
17.8,-0.00066
17.8333333333,-0.00067
17.8666666667,-0.00067
17.9,-0.00067
17.9333333333,-0.00067
17.9666666667,-0.00067
18,-0.00067
18.0333333333,-0.00067
18.0666666667,-0.00067
18.1,-0.00066
18.1333333333,-0.00067
18.1666666667,-0.00067
18.2,-0.00067
18.2333333333,-0.00067
18.2666666667,-0.00067
18.3,-0.00067
18.3333333333,-0.00067
18.3666666667,-0.00067
18.4,-0.00066
18.4333333333,-0.00067
18.4666666667,-0.00067
18.5,-0.00067
18.5333333333,-0.00067
18.5666666667,-0.00067
18.6,-0.00067
18.6333333333,-0.00067
18.6666666667,-0.00067
18.7,-0.00066
18.7333333333,-0.00067
18.7666666667,-0.00067
18.8,-0.00067
18.8333333333,-0.00067
18.8666666667,-0.00067
18.9,-0.00067
18.9333333333,-0.00067
18.9666666667,-0.00067
19,-0.00066
19.0333333333,-0.00067
19.0666666667,-0.00067
19.1,-0.00067
19.1333333333,-0.00067
19.1666666667,-0.00067
19.2,-0.00067
19.2333333333,-0.00067
19.2666666667,-0.00067
19.3,-0.00066
19.3333333333,-0.00067
19.3666666667,-0.00067
19.4,-0.00067
19.4333333333,-0.00067
19.4666666667,-0.00067
19.5,-0.00067
19.5333333333,-0.00067
19.5666666667,-0.00067
19.6,-0.00066
19.6333333333,-0.00067
19.6666666667,-0.00067
19.7,-0.00067
19.7333333333,-0.00067
19.7666666667,-0.00067
19.8,-0.00067
19.8333333333,-0.00067
19.8666666667,-0.00067
19.9,-0.00066
19.9333333333,-0.00067
19.9666666667,0
20,0
20.0333333333,0
20.0666666667,0
20.1,0
20.1333333333,0
20.1666666667,0
20.2,0
20.2333333333,0
20.2666666667,0
20.3,0
20.3333333333,0
20.3666666667,0
20.4,0
20.4333333333,0
20.4666666667,0
20.5,0
20.5333333333,0
20.5666666667,0
20.6,0
20.6333333333,0
20.6666666667,0
20.7,0
20.7333333333,0
20.7666666667,0
20.8,0
20.8333333333,0
20.8666666667,0
20.9,0
20.9333333333,0
20.9666666667,0
21,0
21.0333333333,0
21.0666666667,0
21.1,0
21.1333333333,0
21.1666666667,0
21.2,0
21.2333333333,0
21.2666666667,0
21.3,0
21.3333333333,0
21.3666666667,0
21.4,0
21.4333333333,0
21.4666666667,0
21.5,0
21.5333333333,0
21.5666666667,0
21.6,0
21.6333333333,0
21.6666666667,0
21.7,0
21.7333333333,0
21.7666666667,0
21.8,0
21.8333333333,0
21.8666666667,0
21.9,0
21.9333333333,0
21.9666666667,0
22,0
22.0333333333,0
22.0666666667,0
22.1,0
22.1333333333,0
22.1666666667,0
22.2,0
22.2333333333,0
22.2666666667,0
22.3,0
22.3333333333,0
22.3666666667,0
22.4,0
22.4333333333,0
22.4666666667,0
22.5,0
22.5333333333,0
22.5666666667,0
22.6,0
22.6333333333,0
22.6666666667,0
22.7,0
22.7333333333,0
22.7666666667,0
22.8,0
22.8333333333,0
22.8666666667,0
22.9,0
22.9333333333,0
22.9666666667,0
23,0
23.0333333333,0
23.0666666667,0
23.1,0
23.1333333333,0
23.1666666667,0
23.2,0
23.2333333333,0
23.2666666667,0
23.3,0
23.3333333333,0.00606
23.3666666667,0.00606
23.4,0.00606
23.4333333333,0.00606
23.4666666667,0.00606
23.5,0.00606
23.5333333333,0.00606
23.5666666667,0.00606
23.6,0.00606
23.6333333333,0.00606
23.6666666667,0.00606
23.7,0.00606
23.7333333333,0.00606
23.7666666667,0.00607
23.8,0.00606
23.8333333333,0.00606
23.8666666667,0.00606
23.9,0.00606
23.9333333333,0.00606
23.9666666667,0.00606
24,0.00606
24.0333333333,0.00606
24.0666666667,0.00606
24.1,0.00606
24.1333333333,0.00606
24.1666666667,0.00606
24.2,0.00606
24.2333333333,0.00606
24.2666666667,0.00606
24.3,0.00606
24.3333333333,0.00607
24.3666666667,0.00606
24.4,0.00606
24.4333333333,0.00606
24.4666666667,0.00606
24.5,0.00606
24.5333333333,0.00606
24.5666666667,0.00606
24.6,0.00606
24.6333333333,0.00606
24.6666666667,0.00606
24.7,0.00606
24.7333333333,0.00606
24.7666666667,0.00606
24.8,0.00606
24.8333333333,0.00606
24.8666666667,0.00607
24.9,0.00606
24.9333333333,0.00606
24.9666666667,0.00606
25,0.00606
25.0333333333,0.00606
25.0666666667,0.00606
25.1,0.00606
25.1333333333,0.00606
25.1666666667,0.00606
25.2,0.00606
25.2333333333,0.00606
25.2666666667,0.00606
25.3,0.00606
25.3333333333,0.00606
25.3666666667,0.00606
25.4,0.00606
25.4333333333,0.00607
25.4666666667,0.00606
25.5,0.00606
25.5333333333,0.00606
25.5666666667,0.00606
25.6,0.00606
25.6333333333,0.00606
25.6666666667,0.00606
25.7,0.00606
25.7333333333,0.00606
25.7666666667,0.00606
25.8,0.00606
25.8333333333,0.00606
25.8666666667,0.00606
25.9,0.00606
25.9333333333,0.00606
25.9666666667,0.00607
26,0.00606
26.0333333333,0.00606
26.0666666667,0.00606
26.1,0.00606
26.1333333333,0.00606
26.1666666667,0.00606
26.2,0.00606
26.2333333333,0.00606
26.2666666667,0.00606
26.3,0.00606
26.3333333333,0.00606
26.3666666667,0.00606
26.4,0.00606
26.4333333333,0.00606
26.4666666667,0.00606
26.5,0.00606
26.5333333333,0.00607
26.5666666667,0.00606
26.6,0.00606
26.6333333333,0
26.6666666667,0
26.7,0
26.7333333333,0
26.7666666667,0
26.8,0
26.8333333333,0
26.8666666667,0
26.9,0
26.9333333333,0
26.9666666667,0
27,0
27.0333333333,0
27.0666666667,0
27.1,0
27.1333333333,0
27.1666666667,0
27.2,0
27.2333333333,0
27.2666666667,0
27.3,0
27.3333333333,0
27.3666666667,0
27.4,0
27.4333333333,0
27.4666666667,0
27.5,0
27.5333333333,0
27.5666666667,0
27.6,0
27.6333333333,0
27.6666666667,0
27.7,0
27.7333333333,0
27.7666666667,0
27.8,0
27.8333333333,0
27.8666666667,0
27.9,0
27.9333333333,0
27.9666666667,0
28,0
28.0333333333,0
28.0666666667,0
28.1,0
28.1333333333,0
28.1666666667,0
28.2,0
28.2333333333,0
28.2666666667,0
28.3,0
28.3333333333,0
28.3666666667,0
28.4,0
28.4333333333,0
28.4666666667,0
28.5,0
28.5333333333,0
28.5666666667,0
28.6,0
28.6333333333,0
28.6666666667,0
28.7,0
28.7333333333,0
28.7666666667,0
28.8,0
28.8333333333,0
28.8666666667,0
28.9,0
28.9333333333,0
28.9666666667,0
29,0
29.0333333333,0
29.0666666667,0
29.1,0
29.1333333333,0
29.1666666667,0
29.2,0
29.2333333333,0
29.2666666667,0
29.3,0
29.3333333333,0
29.3666666667,0
29.4,0
29.4333333333,0
29.4666666667,0
29.5,0
29.5333333333,0
29.5666666667,0
29.6,0
29.6333333333,0
29.6666666667,0
29.7,0
29.7333333333,0
29.7666666667,0
29.8,0
29.8333333333,0
29.8666666667,0
29.9,0
29.9333333333,0
29.9666666667,0
30,0
30.0333333333,0
30.0666666667,0
30.1,0
30.1333333333,0
30.1666666667,0
30.2,0
30.2333333333,0
30.2666666667,0
30.3,0
30.3333333333,0
30.3666666667,0
30.4,0
30.4333333333,0
30.4666666667,0
30.5,0
30.5333333333,0
30.5666666667,0
30.6,0
30.6333333333,0
30.6666666667,0
30.7,0
30.7333333333,0
30.7666666667,0
30.8,0
30.8333333333,0
30.8666666667,0
30.9,0
30.9333333333,0
30.9666666667,0
31,0
31.0333333333,0
31.0666666667,0
31.1,0
31.1333333333,0
31.1666666667,0
31.2,0
31.2333333333,0
31.2666666667,0
31.3,0
31.3333333333,0
31.3666666667,0
31.4,0
31.4333333333,0
31.4666666667,0
31.5,0
31.5333333333,0
31.5666666667,0
31.6,0
31.6333333333,0
31.6666666667,0
31.7,0
31.7333333333,0
31.7666666667,0
31.8,0
31.8333333333,0
31.8666666667,0
31.9,0
31.9333333333,0
31.9666666667,0
32,0
32.0333333333,0
32.0666666667,0
32.1,0
32.1333333333,0
32.1666666667,0
32.2,0
32.2333333333,0
32.2666666667,0
32.3,0
32.3333333333,0
32.3666666667,0
32.4,0
32.4333333333,0
32.4666666667,0
32.5,0
32.5333333333,0
32.5666666667,0
32.6,0
32.6333333333,0
32.6666666667,0
32.7,0
32.7333333333,0
32.7666666667,0
32.8,0
32.8333333333,0
32.8666666667,0
32.9,0
32.9333333333,0
32.9666666667,0
33,0
33.0333333333,0
33.0666666667,0
33.1,0
33.1333333333,0
33.1666666667,0
33.2,0
33.2333333333,0
33.2666666667,0
33.3,0
33.3333333333,-0.00606
33.3666666667,-0.00606
33.4,-0.00607
33.4333333333,-0.00606
33.4666666667,-0.00606
33.5,-0.00606
33.5333333333,-0.00606
33.5666666667,-0.00606
33.6,-0.00606
33.6333333333,-0.00606
33.6666666667,-0.00606
33.7,-0.00606
33.7333333333,-0.00606
33.7666666667,-0.00606
33.8,-0.00606
33.8333333333,-0.00606
33.8666666667,-0.00606
33.9,-0.00606
33.9333333333,-0.00606
33.9666666667,-0.00607
34,-0.00606
34.0333333333,-0.00606
34.0666666667,-0.00606
34.1,-0.00606
34.1333333333,-0.00606
34.1666666667,-0.00606
34.2,-0.00606
34.2333333333,-0.00606
34.2666666667,-0.00606
34.3,-0.00606
34.3333333333,-0.00606
34.3666666667,-0.00606
34.4,-0.00606
34.4333333333,-0.00606
34.4666666667,-0.00606
34.5,-0.00607
34.5333333333,-0.00606
34.5666666667,-0.00606
34.6,-0.00606
34.6333333333,-0.00606
34.6666666667,-0.00606
34.7,-0.00606
34.7333333333,-0.00606
34.7666666667,-0.00606
34.8,-0.00606
34.8333333333,-0.00606
34.8666666667,-0.00606
34.9,-0.00606
34.9333333333,-0.00606
34.9666666667,-0.00606
35,-0.00606
35.0333333333,-0.00606
35.0666666667,-0.00607
35.1,-0.00606
35.1333333333,-0.00606
35.1666666667,-0.00606
35.2,-0.00606
35.2333333333,-0.00606
35.2666666667,-0.00606
35.3,-0.00606
35.3333333333,-0.00606
35.3666666667,-0.00606
35.4,-0.00606
35.4333333333,-0.00606
35.4666666667,-0.00606
35.5,-0.00606
35.5333333333,-0.00606
35.5666666667,-0.00606
35.6,-0.00607
35.6333333333,-0.00606
35.6666666667,-0.00606
35.7,-0.00606
35.7333333333,-0.00606
35.7666666667,-0.00606
35.8,-0.00606
35.8333333333,-0.00606
35.8666666667,-0.00606
35.9,-0.00606
35.9333333333,-0.00606
35.9666666667,-0.00606
36,-0.00606
36.0333333333,-0.00606
36.0666666667,-0.00606
36.1,-0.00606
36.1333333333,-0.00606
36.1666666667,-0.00607
36.2,-0.00606
36.2333333333,-0.00606
36.2666666667,-0.00606
36.3,-0.00606
36.3333333333,-0.00606
36.3666666667,-0.00606
36.4,-0.00606
36.4333333333,-0.00606
36.4666666667,-0.00606
36.5,-0.00606
36.5333333333,-0.00606
36.5666666667,-0.00606
36.6,-0.00606
36.6333333333,0
36.6666666667,0.0008
36.7,0.0008
36.7333333333,0.00081
36.7666666667,0.0008
36.8,0.0008
36.8333333333,0.00081
36.8666666667,0.0008
36.9,0.0008
36.9333333333,0.00081
36.9666666667,0.0008
37,0.0008
37.0333333333,0.00081
37.0666666667,0.0008
37.1,0.0008
37.1333333333,0.0008
37.1666666667,0.00081
37.2,0.0008
37.2333333333,0.0008
37.2666666667,0.00081
37.3,0.0008
37.3333333333,0.0008
37.3666666667,0.00081
37.4,0.0008
37.4333333333,0.0008
37.4666666667,0.00081
37.5,0.0008
37.5333333333,0.0008
37.5666666667,0.00081
37.6,0.0008
37.6333333333,0.0008
37.6666666667,0.00081
37.7,0.0008
37.7333333333,0.0008
37.7666666667,0.00081
37.8,0.0008
37.8333333333,0.0008
37.8666666667,0.00081
37.9,0.0008
37.9333333333,0.0008
37.9666666667,0.00081
38,0.0008
38.0333333333,0.0008
38.0666666667,0.0008
38.1,0.00081
38.1333333333,0.0008
38.1666666667,0.0008
38.2,0.00081
38.2333333333,0.0008
38.2666666667,0.0008
38.3,0.00081
38.3333333333,0.0008
38.3666666667,0.0008
38.4,0.00081
38.4333333333,0.0008
38.4666666667,0.0008
38.5,0.00081
38.5333333333,0.0008
38.5666666667,0.0008
38.6,0.00081
38.6333333333,0.0008
38.6666666667,0.0008
38.7,0.00081
38.7333333333,0.0008
38.7666666667,0.0008
38.8,0.00081
38.8333333333,0.0008
38.8666666667,0.0008
38.9,0.00081
38.9333333333,0.0008
38.9666666667,0.0008
39,0.0008
39.0333333333,0.00081
39.0666666667,0.0008
39.1,0.0008
39.1333333333,0.00081
39.1666666667,0.0008
39.2,0.0008
39.2333333333,0.00081
39.2666666667,0.0008
39.3,0.0008
39.3333333333,0.00081
39.3666666667,0.0008
39.4,0.0008
39.4333333333,0.00081
39.4666666667,0.0008
39.5,0.0008
39.5333333333,0.00081
39.5666666667,0.0008
39.6,0.0008
39.6333333333,0.00081
39.6666666667,0.0008
39.7,0.0008
39.7333333333,0.00081
39.7666666667,0.0008
39.8,0.0008
39.8333333333,0.00081
39.8666666667,0.0008
39.9,0.0008
39.9333333333,0.0008
39.9666666667,0.00081
40,0.0008
40.0333333333,0.0008
40.0666666667,0.00081
40.1,0.0008
40.1333333333,0.0008
40.1666666667,0.00081
40.2,0.0008
40.2333333333,0.0008
40.2666666667,0.00081
40.3,0.0008
40.3333333333,0.0008
40.3666666667,0.00081
40.4,0.0008
40.4333333333,0.0008
40.4666666667,0.00081
40.5,0.0008
40.5333333333,0.0008
40.5666666667,0.00081
40.6,0.0008
40.6333333333,0.0008
40.6666666667,0.00081
40.7,0.0008
40.7333333333,0.0008
40.7666666667,0.00081
40.8,0.0008
40.8333333333,0.0008
40.8666666667,0.0008
40.9,0.00081
40.9333333333,0.0008
40.9666666667,0.0008
41,0.00081
41.0333333333,0.0008
41.0666666667,0.0008
41.1,0.00081
41.1333333333,0.0008
41.1666666667,0.0008
41.2,0.00081
41.2333333333,0.0008
41.2666666667,0.0008
41.3,0.00081
41.3333333333,0.0008
41.3666666667,0.0008
41.4,0.00081
41.4333333333,0.0008
41.4666666667,0.0008
41.5,0.00081
41.5333333333,0.0008
41.5666666667,0.0008
41.6,0.00081
41.6333333333,0.0008
41.6666666667,0.0008
41.7,0.00081
41.7333333333,0.0008
41.7666666667,0.0008
41.8,0.0008
41.8333333333,0.00081
41.8666666667,0.0008
41.9,0.0008
41.9333333333,0.00081
41.9666666667,0.0008
42,0.0008
42.0333333333,0.00081
42.0666666667,0.0008
42.1,0.0008
42.1333333333,0.00081
42.1666666667,0.0008
42.2,0.0008
42.2333333333,0.00081
42.2666666667,0.0008
42.3,0.0008
42.3333333333,0.00081
42.3666666667,0.0008
42.4,0.0008
42.4333333333,0.00081
42.4666666667,0.0008
42.5,0.0008
42.5333333333,0.00081
42.5666666667,0.0008
42.6,0.0008
42.6333333333,0.0008
42.6666666667,0.00081
42.7,0.0008
42.7333333333,0.0008
42.7666666667,0.00081
42.8,0.0008
42.8333333333,0.0008
42.8666666667,0.00081
42.9,0.0008
42.9333333333,0.0008
42.9666666667,0.00081
43,0.0008
43.0333333333,0.0008
43.0666666667,0.00081
43.1,0.0008
43.1333333333,0.0008
43.1666666667,0.00081
43.2,0.0008
43.2333333333,0.0008
43.2666666667,0.00081
43.3,0.0008
43.3333333333,0.0008
43.3666666667,0.00081
43.4,0.0008
43.4333333333,0.0008
43.4666666667,0.00081
43.5,0.0008
43.5333333333,0.0008
43.5666666667,0.0008
43.6,0.00081
43.6333333333,0.0008
43.6666666667,0.0008
43.7,0.00081
43.7333333333,0.0008
43.7666666667,0.0008
43.8,0.00081
43.8333333333,0.0008
43.8666666667,0.0008
43.9,0.00081
43.9333333333,0.0008
43.9666666667,0.0008
44,0.00081
44.0333333333,0.0008
44.0666666667,0.0008
44.1,0.00081
44.1333333333,0.0008
44.1666666667,0.0008
44.2,0.00081
44.2333333333,0.0008
44.2666666667,0.0008
44.3,0.00081
44.3333333333,0.0008
44.3666666667,0.0008
44.4,0.00081
44.4333333333,0.0008
44.4666666667,0.0008
44.5,0.0008
44.5333333333,0.00081
44.5666666667,0.0008
44.6,0.0008
44.6333333333,0.00081
44.6666666667,0.0008
44.7,0.0008
44.7333333333,0.00081
44.7666666667,0.0008
44.8,0.0008
44.8333333333,0.00081
44.8666666667,0.0008
44.9,0.0008
44.9333333333,0.00081
44.9666666667,0
45,0
45.0333333333,0
45.0666666667,0
45.1,0
45.1333333333,0
45.1666666667,0
45.2,0
45.2333333333,0
45.2666666667,0
45.3,0
45.3333333333,0
45.3666666667,0
45.4,0
45.4333333333,0
45.4666666667,0
45.5,0
45.5333333333,0
45.5666666667,0
45.6,0
45.6333333333,0
45.6666666667,0
45.7,0
45.7333333333,0
45.7666666667,0
45.8,0
45.8333333333,0
45.8666666667,0
45.9,0
45.9333333333,0
45.9666666667,0
46,0
46.0333333333,0
46.0666666667,0
46.1,0
46.1333333333,0
46.1666666667,0
46.2,0
46.2333333333,0
46.2666666667,0
46.3,0
46.3333333333,0
46.3666666667,0
46.4,0
46.4333333333,0
46.4666666667,0
46.5,0
46.5333333333,0
46.5666666667,0
46.6,0
46.6333333333,0
46.6666666667,0
46.7,0
46.7333333333,0
46.7666666667,0
46.8,0
46.8333333333,0
46.8666666667,0
46.9,0
46.9333333333,0
46.9666666667,0
47,0
47.0333333333,0
47.0666666667,0
47.1,0
47.1333333333,0
47.1666666667,0
47.2,0
47.2333333333,0
47.2666666667,0
47.3,0
47.3333333333,0
47.3666666667,0
47.4,0
47.4333333333,0
47.4666666667,0
47.5,0
47.5333333333,0
47.5666666667,0
47.6,0
