Time_sec,Data
0,-0.016574
0.04,-0.016574
0.08,-0.016574
0.12,-0.016574
0.16,-0.016574
0.2,-0.016574
0.24,-0.016574
0.28,-0.016574
0.32,-0.016574
0.36,-0.016574
0.4,-0.013241
0.44,-0.0099077
0.48,-0.0065744
0.52,0.0034256
0.56,0.018426
0.6,0.028426
0.64,0.028426
0.68,0.030092
0.72,0.030092
0.76,0.030092
0.8,0.026759
0.84,0.011759
0.88,-0.013241
0.92,-0.018241
0.96,-0.011574
1,-0.0049077
1.04,9.2293e-05
1.08,0.0034256
1.12,0.0050923
1.16,0.0050923
1.2,0.006759
1.24,0.006759
1.28,0.006759
1.32,0.006759
1.36,0.006759
1.4,0.006759
1.44,0.010092
1.48,0.011759
1.52,0.013426
1.56,0.015092
1.6,0.021759
1.64,0.026759
1.68,0.030092
1.72,0.031759
1.76,0.035092
1.8,0.035092
1.84,0.035092
1.88,0.036759
1.92,0.036759
1.96,0.040092
2,0.043426
2.04,0.046759
2.08,0.048426
2.12,0.048426
2.16,0.048426
2.2,0.048426
2.24,0.051759
2.28,0.053426
2.32,0.053426
2.36,0.053426
2.4,0.056759
2.44,0.058426
2.48,0.058426
2.52,0.058426
2.56,0.058426
2.6,0.058426
2.64,0.058426
2.68,0.058426
2.72,0.058426
2.76,0.058426
2.8,0.056759
2.84,0.055092
2.88,0.050092
2.92,0.046759
2.96,0.045092
3,0.045092
3.04,0.045092
3.08,0.043426
3.12,0.043426
3.16,0.040092
3.2,0.035092
3.24,0.031759
3.28,0.030092
3.32,0.028426
3.36,0.031759
3.4,0.036759
3.44,0.036759
3.48,0.038426
3.52,0.041759
3.56,0.041759
3.6,0.041759
3.64,0.045092
3.68,0.046759
3.72,0.048426
3.76,0.048426
3.8,0.048426
3.84,0.051759
3.88,0.053426
3.92,0.055092
3.96,0.055092
4,0.055092
4.04,0.056759
4.08,0.056759
4.12,0.056759
4.16,0.058426
4.2,0.061759
4.24,0.061759
4.28,0.063426
4.32,0.063426
4.36,0.065092
4.4,0.066759
4.44,0.066759
4.48,0.066759
4.52,0.063426
4.56,0.063426
4.6,0.063426
4.64,0.065092
4.68,0.065092
4.72,0.068426
4.76,0.065092
4.8,0.065092
4.84,0.065092
4.88,0.066759
4.92,0.068426
4.96,0.070092
5,0.070092
5.04,0.070092
5.08,0.071759
5.12,0.073426
5.16,0.073426
5.2,0.073426
5.24,0.075092
5.28,0.076759
5.32,0.076759
5.36,0.078426
5.4,0.080092
5.44,0.080092
5.48,0.080092
5.52,0.080092
5.56,0.081759
5.6,0.081759
5.64,0.081759
5.68,0.081759
5.72,0.081759
5.76,0.083426
5.8,0.085092
5.84,0.085092
5.88,0.085092
5.92,0.085092
5.96,0.085092
6,0.085092
6.04,0.085092
6.08,0.083426
6.12,0.081759
6.16,0.081759
6.2,0.081759
6.24,0.081759
6.28,0.083426
6.32,0.083426
6.36,0.081759
6.4,0.081759
6.44,0.080092
6.48,0.080092
6.52,0.080092
6.56,0.081759
6.6,0.081759
6.64,0.080092
6.68,0.080092
6.72,0.080092
6.76,0.081759
6.8,0.083426
6.84,0.083426
6.88,0.083426
6.92,0.085092
6.96,0.086759
7,0.088426
7.04,0.088426
7.08,0.090092
7.12,0.091759
7.16,0.093426
7.2,0.096759
7.24,0.10009
7.28,0.10009
7.32,0.10676
7.36,0.10843
7.4,0.11343
7.44,0.12343
7.48,0.13176
7.52,0.13343
7.56,0.13343
7.6,0.13509
7.64,0.13676
7.68,0.14176
7.72,0.14343
7.76,0.14676
7.8,0.15009
7.84,0.15343
7.88,0.15676
7.92,0.15676
7.96,0.15676
8,0.15676
8.04,0.15676
8.08,0.15676
8.12,0.15509
8.16,0.15676
8.2,0.15509
8.24,0.15676
8.28,0.15676
8.32,0.15509
8.36,0.15509
8.4,0.15343
8.44,0.15343
8.48,0.15343
8.52,0.15343
8.56,0.15176
8.6,0.15009
8.64,0.14676
8.68,0.14509
8.72,0.14343
8.76,0.14343
8.8,0.14176
8.84,0.14176
8.88,0.14176
8.92,0.14176
