Time_sec,Data
0,0.0023679
0.04,0.0023679
0.08,0.0023679
0.12,0.0023679
0.16,0.0023679
0.2,0.0023679
0.24,0.0023679
0.28,0.0023679
0.32,0.0023679
0.36,0.0023679
0.4,0.0023679
0.44,0.0023679
0.48,0.0023679
0.52,0.0023679
0.56,0.0023679
0.6,0.0057012
0.64,0.0090346
0.68,0.0057012
0.72,0.0090346
0.76,0.010701
0.8,0.012368
0.84,0.015701
0.88,0.015701
0.92,0.017368
0.96,0.019035
1,0.020701
1.04,0.020701
1.08,0.022368
1.12,0.024035
1.16,0.025701
1.2,0.029035
1.24,0.032368
1.28,0.034035
1.32,0.035701
1.36,0.034035
1.4,0.034035
1.44,0.035701
1.48,0.032368
1.52,0.040701
1.56,0.042368
1.6,0.042368
1.64,0.044035
1.68,0.049035
1.72,0.050701
1.76,0.050701
1.8,0.052368
1.84,0.052368
1.88,0.052368
1.92,0.052368
1.96,0.052368
2,0.054035
2.04,0.055701
2.08,0.054035
2.12,0.054035
2.16,0.054035
2.2,0.054035
2.24,0.057368
2.28,0.059035
2.32,0.062368
2.36,0.065701
2.4,0.070701
2.44,0.072368
2.48,0.074035
2.52,0.080701
2.56,0.094035
2.6,0.10403
2.64,0.1107
2.68,0.11737
2.72,0.12403
2.76,0.12737
2.8,0.1357
2.84,0.13737
2.88,0.1407
2.92,0.1457
2.96,0.14737
3,0.1557
3.04,0.15737
3.08,0.15903
3.12,0.16237
3.16,0.16403
3.2,0.16737
3.24,0.1707
3.28,0.17237
3.32,0.17737
3.36,0.17737
3.4,0.17737
3.44,0.17737
3.48,0.17737
3.52,0.1807
3.56,0.1807
3.6,0.18237
3.64,0.1807
3.68,0.18237
3.72,0.18237
3.76,0.18237
3.8,0.18237
3.84,0.18237
3.88,0.1857
3.92,0.1907
3.96,0.1907
4,0.1907
4.04,0.19737
4.08,0.2007
4.12,0.20237
4.16,0.20237
4.2,0.2057
4.24,0.20737
4.28,0.20737
4.32,0.20737
4.36,0.20903
4.4,0.20903
4.44,0.2107
4.48,0.21237
4.52,0.2157
4.56,0.2157
4.6,0.21403
4.64,0.21403
4.68,0.21403
4.72,0.2157
4.76,0.21903
4.8,0.21903
4.84,0.21903
4.88,0.21903
4.92,0.21903
4.96,0.21903
5,0.21903
5.04,0.21737
5.08,0.2157
5.12,0.21403
5.16,0.21403
5.2,0.2107
5.24,0.20903
5.28,0.20903
5.32,0.20737
5.36,0.20903
5.4,0.2057
5.44,0.20237
5.48,0.20237
5.52,0.19737
5.56,0.19237
5.6,0.19237
5.64,0.18903
5.68,0.18737
5.72,0.18737
5.76,0.18237
5.8,0.17903
5.84,0.17737
5.88,0.17737
5.92,0.1757
5.96,0.1707
6,0.1707
6.04,0.1707
6.08,0.16903
6.12,0.1707
6.16,0.1707
6.2,0.1707
6.24,0.16903
6.28,0.1707
6.32,0.1707
6.36,0.1707
6.4,0.1707
6.44,0.1707
6.48,0.16903
6.52,0.16903
6.56,0.16903
6.6,0.16903
6.64,0.16737
6.68,0.16737
6.72,0.1657
6.76,0.16903
6.8,0.16903
6.84,0.16903
6.88,0.16903
6.92,0.16737
6.96,0.16737
7,0.16903
7.04,0.16903
7.08,0.16903
7.12,0.16903
7.16,0.1707
7.2,0.1757
7.24,0.1807
7.28,0.1857
7.32,0.1907
7.36,0.20237
7.4,0.21737
7.44,0.22903
7.48,0.23237
7.52,0.23903
7.56,0.24237
7.6,0.2507
7.64,0.25737
7.68,0.26737
7.72,0.27403
7.76,0.27737
7.8,0.28403
7.84,0.2857
7.88,0.2907
7.92,0.29237
7.96,0.2957
8,0.30737
8.04,0.32237
8.08,0.33237
8.12,0.33237
8.16,0.33403
8.2,0.3407
8.24,0.34403
8.28,0.34903
8.32,0.35237
8.36,0.3557
8.4,0.35903
8.44,0.36403
8.48,0.3707
8.52,0.37237
8.56,0.3757
8.6,0.3757
8.64,0.37737
8.68,0.37903
8.72,0.3857
8.76,0.39237
8.8,0.40237
8.84,0.4107
8.88,0.41403
8.92,0.41403
8.96,0.41403
9,0.4157
9.04,0.41403
9.08,0.41403
9.12,0.41403
9.16,0.41403
9.2,0.4157
9.24,0.41737
9.28,0.4157
9.32,0.41403
9.36,0.41237
9.4,0.41237
9.44,0.40903
9.48,0.4057
9.52,0.40403
9.56,0.40403
9.6,0.4057
9.64,0.40903
9.68,0.40903
9.72,0.4107
9.76,0.41403
9.8,0.41903
9.84,0.4207
9.88,0.42237
9.92,0.42403
9.96,0.42403
10,0.427368
10.04,0.430701
10.08,0.435701
10.12,0.437368
10.16,0.439035
10.2,0.442368
10.24,0.444035
10.28,0.444035
10.32,0.442368
10.36,0.442368
10.4,0.440701
10.44,0.440701
10.48,0.437368
10.52,0.435701
10.56,0.432368
10.6,0.429035
10.64,0.427368
10.68,0.422368
10.72,0.419035
10.76,0.417368
10.8,0.414035
10.84,0.414035
10.88,0.410701
10.92,0.407368
10.96,0.407368
11,0.405701
11.04,0.397368
11.08,0.395701
11.12,0.394035
11.16,0.392368
11.2,0.387368
11.24,0.382368
11.28,0.377368
11.32,0.370701
11.36,0.365701
11.4,0.360701
11.44,0.354035
11.48,0.352368
11.52,0.350701
11.56,0.349035
11.6,0.347368
11.64,0.344035
11.68,0.339035
11.72,0.335701
11.76,0.327368
11.8,0.325701
11.84,0.322368
11.88,0.320701
11.92,0.317368
11.96,0.315701
12,0.312368
12.04,0.310701
12.08,0.307368
12.12,0.307368
12.16,0.305701
12.2,0.304035
12.24,0.302368
12.28,0.302368
12.32,0.299035
12.36,0.297368
12.4,0.294035
12.44,0.290701
12.48,0.287368
12.52,0.280701
12.56,0.277368
12.6,0.277368
12.64,0.274035
12.68,0.269035
12.72,0.264035
12.76,0.259035
12.8,0.257368
12.84,0.254035
12.88,0.250701
12.92,0.247368
12.96,0.240701
13,0.232368
13.04,0.225701
13.08,0.222368
13.12,0.219035
13.16,0.212368
13.2,0.209035
13.24,0.202368
13.28,0.195701
13.32,0.190701
13.36,0.187368
13.4,0.184035
13.44,0.182368
13.48,0.180701
13.52,0.177368
13.56,0.172368
13.6,0.169035
13.64,0.167368
13.68,0.165701
13.72,0.165701
13.76,0.160701
13.8,0.160701
13.84,0.159035
13.88,0.159035
13.92,0.157368
13.96,0.157368
14,0.155701
14.04,0.155701
14.08,0.152368
14.12,0.150701
14.16,0.149035
14.2,0.147368
14.24,0.145701
14.28,0.145701
14.32,0.142368
14.36,0.139035
14.4,0.135701
14.44,0.130701
14.48,0.125701
14.52,0.125701
14.56,0.124035
14.6,0.120701
14.64,0.119035
14.68,0.120701
14.72,0.117368
14.76,0.115701
14.8,0.115701
14.84,0.114035
14.88,0.114035
14.92,0.112368
14.96,0.114035
15,0.114035
15.04,0.114035
15.08,0.112368
15.12,0.110701
15.16,0.110701
15.2,0.107368
15.24,0.105701
15.28,0.105701
15.32,0.102368
15.36,0.100701
15.4,0.102368
15.44,0.109035
15.48,0.119035
15.52,0.130701
15.56,0.140701
15.6,0.145701
15.64,0.150701
15.68,0.159035
15.72,0.167368
15.76,0.180701
15.8,0.197368
15.84,0.215701
15.88,0.227368
15.92,0.234035
15.96,0.245701
16,0.260701
16.04,0.272368
16.08,0.284035
16.12,0.295701
16.16,0.309035
16.2,0.320701
16.24,0.332368
16.28,0.335701
16.32,0.337368
16.36,0.340701
16.4,0.344035
16.44,0.347368
16.48,0.352368
16.52,0.354035
16.56,0.349035
16.6,0.350701
16.64,0.347368
16.68,0.349035
16.72,0.352368
16.76,0.352368
16.8,0.352368
16.84,0.354035
16.88,0.357368
16.92,0.357368
16.96,0.357368
17,0.357368
17.04,0.357368
17.08,0.355701
17.12,0.354035
17.16,0.355701
17.2,0.357368
17.24,0.359035
17.28,0.357368
17.32,0.360701
17.36,0.360701
17.4,0.360701
17.44,0.362368
17.48,0.362368
17.52,0.362368
17.56,0.360701
17.6,0.357368
17.64,0.355701
17.68,0.354035
17.72,0.354035
17.76,0.352368
17.8,0.349035
17.84,0.345701
17.88,0.344035
17.92,0.340701
17.96,0.335701
18,0.327368
18.04,0.325701
18.08,0.324035
18.12,0.320701
18.16,0.314035
18.2,0.309035
18.24,0.307368
18.28,0.302368
18.32,0.299035
18.36,0.294035
18.4,0.290701
18.44,0.285701
18.48,0.279035
18.52,0.275701
18.56,0.270701
18.6,0.264035
18.64,0.259035
18.68,0.254035
18.72,0.250701
18.76,0.247368
18.8,0.244035
18.84,0.237368
18.88,0.232368
18.92,0.227368
18.96,0.220701
19,0.217368
19.04,0.210701
19.08,0.209035
19.12,0.207368
19.16,0.205701
19.2,0.200701
19.24,0.200701
19.28,0.199035
19.32,0.199035
19.36,0.197368
19.4,0.195701
19.44,0.194035
19.48,0.192368
19.52,0.190701
19.56,0.190701
19.6,0.190701
19.64,0.189035
19.68,0.189035
19.72,0.187368
19.76,0.185701
19.8,0.182368
19.84,0.180701
19.88,0.179035
19.92,0.179035
19.96,0.177368
20,0.174035
20.04,0.169035
20.08,0.169035
20.12,0.167368
20.16,0.165701
20.2,0.165701
20.24,0.164035
20.28,0.159035
20.32,0.154035
20.36,0.152368
20.4,0.150701
20.44,0.150701
20.48,0.150701
20.52,0.150701
20.56,0.149035
20.6,0.147368
20.64,0.144035
20.68,0.142368
20.72,0.140701
20.76,0.140701
20.8,0.140701
20.84,0.140701
20.88,0.139035
20.92,0.139035
20.96,0.137368
21,0.135701
21.04,0.135701
21.08,0.132368
21.12,0.130701
21.16,0.129035
21.2,0.125701
21.24,0.120701
21.28,0.115701
21.32,0.112368
21.36,0.109035
21.4,0.104035
21.44,0.0990346
21.48,0.0940346
21.52,0.0857012
21.56,0.0673679
21.6,0.0540346
21.64,0.0490346
21.68,0.0390346
21.72,0.0373679
21.76,0.0307012
21.8,0.0290346
21.84,0.0240346
21.88,0.0207012
21.92,0.0157012
21.96,0.0140346
22,0.00903457
22.04,0.00570123
22.08,0.0023679
22.12,-0.000965433
22.16,-0.0026321
22.2,-0.00429877
22.24,-0.00596543
22.28,-0.0076321
22.32,-0.00929877
22.36,-0.0126321
22.4,-0.0176321
22.44,-0.0192988
22.48,-0.0209654
22.52,-0.0226321
22.56,-0.0242988
22.6,-0.0242988
22.64,-0.0276321
22.68,-0.0276321
22.72,-0.0276321
22.76,-0.0292988
22.8,-0.0292988
22.84,-0.0309654
22.88,-0.0326321
22.92,-0.0359654
22.96,-0.0392988
23,-0.0409654
23.04,-0.0409654
23.08,-0.0409654
23.12,-0.0426321
23.16,-0.0426321
23.2,-0.0409654
23.24,-0.0409654
23.28,-0.0409654
23.32,-0.0309654
23.36,-0.0242988
23.4,-0.0226321
23.44,-0.0226321
23.48,-0.0209654
23.52,-0.0192988
23.56,-0.0159654
23.6,-0.0159654
23.64,-0.0109654
23.68,0.000701233
23.72,0.0207012
23.76,0.0373679
23.8,0.0523679
23.84,0.0640346
23.88,0.0740346
23.92,0.0823679
23.96,0.0940346
24,0.107368
24.04,0.122368
24.08,0.134035
24.12,0.145701
24.16,0.154035
24.2,0.162368
24.24,0.167368
24.28,0.180701
24.32,0.189035
24.36,0.197368
24.4,0.207368
24.44,0.217368
24.48,0.224035
24.52,0.230701
24.56,0.232368
24.6,0.232368
24.64,0.232368
24.68,0.234035
24.72,0.235701
24.76,0.237368
24.8,0.245701
24.84,0.244035
24.88,0.242368
24.92,0.240701
24.96,0.239035
25,0.235701
25.04,0.235701
25.08,0.235701
25.12,0.234035
25.16,0.234035
25.2,0.234035
25.24,0.232368
25.28,0.232368
25.32,0.230701
25.36,0.229035
25.4,0.229035
25.44,0.229035
25.48,0.227368
25.52,0.225701
25.56,0.224035
25.6,0.222368
25.64,0.219035
25.68,0.215701
25.72,0.210701
25.76,0.205701
25.8,0.200701
25.84,0.197368
25.88,0.194035
25.92,0.190701
25.96,0.187368
26,0.184035
26.04,0.177368
26.08,0.174035
26.12,0.172368
26.16,0.172368
26.2,0.172368
26.24,0.170701
26.28,0.169035
26.32,0.169035
26.36,0.165701
26.4,0.165701
26.44,0.165701
26.48,0.165701
26.52,0.165701
26.56,0.164035
26.6,0.164035
26.64,0.162368
26.68,0.162368
26.72,0.160701
26.76,0.160701
26.8,0.162368
26.84,0.160701
26.88,0.159035
26.92,0.160701
26.96,0.162368
27,0.162368
27.04,0.160701
27.08,0.160701
27.12,0.160701
27.16,0.160701
27.2,0.160701
27.24,0.160701
27.28,0.160701
27.32,0.159035
27.36,0.159035
27.4,0.159035
27.44,0.159035
27.48,0.159035
27.52,0.160701
27.56,0.160701
27.6,0.159035
27.64,0.159035
27.68,0.159035
27.72,0.160701
27.76,0.160701
27.8,0.160701
27.84,0.160701
27.88,0.160701
27.92,0.162368
27.96,0.162368
28,0.162368
28.04,0.162368
28.08,0.160701
28.12,0.159035
28.16,0.157368
28.2,0.157368
28.24,0.155701
28.28,0.154035
28.32,0.155701
28.36,0.152368
28.4,0.152368
28.44,0.152368
28.48,0.152368
28.52,0.152368
28.56,0.154035
28.6,0.154035
28.64,0.154035
28.68,0.154035
28.72,0.155701
28.76,0.155701
28.8,0.155701
28.84,0.154035
28.88,0.152368
28.92,0.149035
28.96,0.147368
29,0.149035
29.04,0.150701
29.08,0.154035
29.12,0.154035
29.16,0.155701
29.2,0.157368
29.24,0.155701
29.28,0.155701
29.32,0.155701
29.36,0.154035
29.4,0.155701
29.44,0.155701
29.48,0.155701
29.52,0.152368
29.56,0.150701
29.6,0.150701
29.64,0.150701
29.68,0.150701
29.72,0.150701
29.76,0.152368
29.8,0.154035
29.84,0.154035
29.88,0.154035
29.92,0.152368
29.96,0.152368
30,0.150701
30.04,0.152368
30.08,0.150701
30.12,0.154035
30.16,0.154035
30.2,0.157368
30.24,0.159035
30.28,0.160701
30.32,0.162368
30.36,0.164035
30.4,0.167368
30.44,0.170701
30.48,0.172368
30.52,0.174035
30.56,0.175701
30.6,0.177368
30.64,0.180701
30.68,0.182368
30.72,0.182368
30.76,0.182368
30.8,0.185701
30.84,0.189035
30.88,0.189035
30.92,0.189035
30.96,0.189035
31,0.189035
31.04,0.190701
31.08,0.192368
31.12,0.192368
31.16,0.192368
31.2,0.192368
31.24,0.189035
31.28,0.187368
31.32,0.185701
31.36,0.184035
31.4,0.180701
31.44,0.177368
31.48,0.175701
31.52,0.175701
31.56,0.174035
31.6,0.172368
31.64,0.169035
31.68,0.165701
31.72,0.162368
31.76,0.160701
31.8,0.155701
31.84,0.150701
31.88,0.144035
31.92,0.134035
31.96,0.122368
32,0.115701
32.04,0.105701
32.08,0.102368
32.12,0.100701
32.16,0.0973679
32.2,0.0973679
32.24,0.0940346
32.28,0.0907012
32.32,0.0907012
32.36,0.0840346
32.4,0.0823679
32.44,0.0773679
32.48,0.0640346
32.52,0.0557012
32.56,0.0507012
32.6,0.0440346
32.64,0.0373679
32.68,0.0373679
32.72,0.0357012
32.76,0.0357012
32.8,0.0340346
32.84,0.0323679
32.88,0.0307012
32.92,0.0307012
