Time_sec,Data
0,0.011746
0.04,0.011746
0.08,0.011746
0.12,0.011746
0.16,0.011746
0.2,0.011746
0.24,0.011746
0.28,0.011746
0.32,0.011746
0.36,0.011746
0.4,0.011746
0.44,0.011746
0.48,0.011746
0.52,0.011746
0.56,0.011746
0.6,0.011746
0.64,0.011746
0.68,0.011746
0.72,0.011746
0.76,0.011746
0.8,0.011746
0.84,0.011746
0.88,0.011746
0.92,0.011746
0.96,0.011746
1,0.011746
1.04,0.011746
1.08,0.011746
1.12,0.011746
1.16,0.011746
1.2,0.011746
1.24,0.011746
1.28,0.015079
1.32,0.015079
1.36,0.015079
1.4,0.013413
1.44,0.015079
1.48,0.015079
1.52,0.018413
1.56,0.021746
1.6,0.028413
1.64,0.033413
1.68,0.041746
1.72,0.046746
1.76,0.053413
1.8,0.058413
1.84,0.060079
1.88,0.071746
1.92,0.086746
1.96,0.096746
2,0.10175
2.04,0.10341
2.08,0.10841
2.12,0.11008
2.16,0.11341
2.2,0.12175
2.24,0.13175
2.28,0.12175
2.32,0.12675
2.36,0.13008
2.4,0.13175
2.44,0.13341
2.48,0.13675
2.52,0.14175
2.56,0.14675
2.6,0.15008
2.64,0.15341
2.68,0.15675
2.72,0.15841
2.76,0.16175
2.8,0.16341
2.84,0.16841
2.88,0.16841
2.92,0.17341
2.96,0.17675
3,0.17841
3.04,0.18008
3.08,0.18175
3.12,0.18675
3.16,0.19341
3.2,0.19508
3.24,0.19675
3.28,0.19841
3.32,0.20008
3.36,0.20008
3.4,0.20008
3.44,0.20008
3.48,0.20175
3.52,0.20341
3.56,0.20508
3.6,0.20675
3.64,0.20675
3.68,0.20675
3.72,0.20675
3.76,0.20841
3.8,0.20841
3.84,0.21008
3.88,0.21175
3.92,0.21341
3.96,0.21341
4,0.21841
4.04,0.22008
4.08,0.22175
4.12,0.22175
4.16,0.22175
4.2,0.22175
4.24,0.22175
4.28,0.22175
4.32,0.22341
4.36,0.22341
4.4,0.22841
4.44,0.22841
4.48,0.23008
4.52,0.23008
4.56,0.23008
4.6,0.23508
4.64,0.23508
4.68,0.23508
4.72,0.24675
4.76,0.25508
4.8,0.25675
4.84,0.26175
4.88,0.26175
4.92,0.26175
4.96,0.26175
5,0.26175
5.04,0.26341
5.08,0.26508
5.12,0.26841
5.16,0.26841
5.2,0.26841
5.24,0.26841
5.28,0.27008
5.32,0.27008
5.36,0.27175
5.4,0.27175
5.44,0.27008
5.48,0.26508
5.52,0.26508
5.56,0.26341
5.6,0.26175
5.64,0.26341
5.68,0.26175
5.72,0.26341
5.76,0.26175
5.8,0.26175
5.84,0.26675
5.88,0.27508
5.92,0.28175
5.96,0.28341
6,0.28341
6.04,0.28341
6.08,0.28675
6.12,0.28675
6.16,0.28841
6.2,0.29008
6.24,0.29008
6.28,0.29008
6.32,0.28841
6.36,0.28508
6.4,0.28175
6.44,0.28008
6.48,0.27175
6.52,0.26341
6.56,0.26008
6.6,0.25675
6.64,0.25341
6.68,0.25175
6.72,0.25341
6.76,0.25508
6.8,0.26341
6.84,0.27175
6.88,0.27508
6.92,0.28008
6.96,0.28008
7,0.28175
7.04,0.28175
7.08,0.28175
7.12,0.28008
7.16,0.28008
7.2,0.27841
7.24,0.27675
7.28,0.27675
7.32,0.27675
7.36,0.27508
7.4,0.27008
7.44,0.26675
7.48,0.27008
7.52,0.26841
7.56,0.26675
7.6,0.27008
7.64,0.26841
7.68,0.26841
7.72,0.27008
7.76,0.27008
7.8,0.27175
7.84,0.27175
7.88,0.27508
7.92,0.28008
7.96,0.28341
8,0.28508
8.04,0.29175
8.08,0.30508
8.12,0.32508
8.16,0.33675
8.2,0.35675
8.24,0.37341
8.28,0.39341
8.32,0.41508
8.36,0.43841
8.4,0.46675
8.44,0.48341
8.48,0.49675
8.52,0.50675
8.56,0.52008
8.6,0.53508
8.64,0.54675
8.68,0.56341
8.72,0.57008
8.76,0.58508
8.8,0.59508
8.84,0.60175
8.88,0.60675
8.92,0.61675
8.96,0.62675
9,0.63508
9.04,0.64175
9.08,0.64175
9.12,0.64341
9.16,0.64675
9.2,0.65008
9.24,0.65008
9.28,0.65175
9.32,0.65508
9.36,0.65675
9.4,0.65841
9.44,0.65841
9.48,0.65841
9.52,0.65841
9.56,0.65675
9.6,0.65841
9.64,0.65841
9.68,0.65841
9.72,0.66008
9.76,0.66008
9.8,0.66341
9.84,0.66175
9.88,0.66008
9.92,0.65841
9.96,0.65841
10,0.658413
10.04,0.656746
10.08,0.655079
10.12,0.650079
10.16,0.645079
10.2,0.640079
10.24,0.633413
10.28,0.628413
10.32,0.626746
10.36,0.621746
10.4,0.620079
10.44,0.616746
10.48,0.611746
10.52,0.606746
10.56,0.603413
10.6,0.603413
10.64,0.601746
10.68,0.601746
10.72,0.595079
10.76,0.586746
10.8,0.581746
10.84,0.576746
10.88,0.571746
10.92,0.571746
10.96,0.568413
11,0.570079
11.04,0.566746
11.08,0.563413
11.12,0.558413
11.16,0.556746
11.2,0.555079
11.24,0.553413
11.28,0.551746
11.32,0.550079
11.36,0.541746
11.4,0.528413
11.44,0.516746
11.48,0.510079
11.52,0.510079
11.56,0.508413
11.6,0.506746
11.64,0.506746
11.68,0.505079
11.72,0.501746
11.76,0.500079
11.8,0.500079
11.84,0.498413
11.88,0.495079
11.92,0.495079
11.96,0.495079
12,0.495079
12.04,0.496746
12.08,0.500079
12.12,0.500079
12.16,0.501746
12.2,0.500079
12.24,0.498413
12.28,0.500079
12.32,0.500079
12.36,0.498413
12.4,0.500079
12.44,0.496746
12.48,0.495079
12.52,0.493413
12.56,0.495079
12.6,0.491746
12.64,0.500079
12.68,0.501746
12.72,0.498413
12.76,0.496746
12.8,0.496746
12.84,0.495079
12.88,0.495079
12.92,0.493413
12.96,0.493413
13,0.493413
13.04,0.491746
13.08,0.491746
13.12,0.498413
13.16,0.505079
13.2,0.506746
13.24,0.508413
13.28,0.508413
13.32,0.506746
13.36,0.506746
13.4,0.503413
13.44,0.498413
13.48,0.493413
13.52,0.490079
13.56,0.486746
13.6,0.483413
13.64,0.481746
13.68,0.478413
13.72,0.476746
13.76,0.476746
13.8,0.476746
13.84,0.476746
13.88,0.475079
13.92,0.473413
13.96,0.471746
14,0.471746
14.04,0.470079
14.08,0.466746
14.12,0.460079
14.16,0.451746
14.2,0.445079
14.24,0.443413
14.28,0.441746
14.32,0.441746
14.36,0.441746
14.4,0.440079
14.44,0.440079
14.48,0.438413
14.52,0.436746
14.56,0.436746
14.6,0.431746
14.64,0.426746
14.68,0.418413
14.72,0.408413
14.76,0.406746
14.8,0.406746
14.84,0.406746
14.88,0.405079
14.92,0.401746
14.96,0.398413
15,0.391746
15.04,0.385079
