Time_sec,Data
0,-0.003912
0.04,-0.003912
0.08,-0.003912
0.12,-0.003912
0.16,-0.003912
0.2,-0.003912
0.24,-0.003912
0.28,-0.003912
0.32,-0.003912
0.36,-0.003912
0.4,-0.003912
0.44,-0.003912
0.48,-0.003912
0.52,-0.003912
0.56,-0.003912
0.6,-0.003912
0.64,-0.010579
0.68,-0.010579
0.72,-0.010579
0.76,-0.010579
0.8,-0.010579
0.84,-0.010579
0.88,-0.010579
0.92,-0.010579
0.96,-0.0072454
1,-0.0055787
1.04,-0.003912
1.08,-0.003912
1.12,-0.0022454
1.16,-0.0022454
1.2,-0.0022454
1.24,-0.0022454
1.28,-0.0022454
1.32,-0.0022454
1.36,-0.0022454
1.4,-0.0022454
1.44,-0.0022454
1.48,-0.0005787
1.52,-0.0005787
1.56,-0.0005787
1.6,-0.0005787
1.64,-0.0005787
1.68,-0.0005787
1.72,-0.0005787
1.76,-0.0005787
1.8,-0.0005787
1.84,-0.0005787
1.88,-0.0005787
1.92,0.001088
1.96,0.0027546
2,0.0044213
2.04,0.006088
2.08,0.006088
2.12,-0.008912
2.16,-0.008912
2.2,-0.0072454
2.24,-0.0072454
2.28,-0.0055787
2.32,-0.0072454
2.36,-0.0022454
2.4,0.0044213
2.44,0.0027546
2.48,0.0027546
2.52,0.0044213
2.56,0.0044213
2.6,0.0027546
2.64,0.001088
2.68,0.0044213
2.72,0.0044213
2.76,0.006088
2.8,0.006088
2.84,0.0044213
2.88,0.0044213
2.92,0.0044213
2.96,0.0044213
3,0.0027546
3.04,0.001088
3.08,0.001088
3.12,-0.0005787
3.16,-0.0072454
3.2,-0.012245
3.24,-0.013912
3.28,-0.015579
3.32,-0.015579
3.36,-0.015579
3.4,-0.015579
3.44,-0.015579
3.48,-0.013912
3.52,-0.010579
3.56,-0.0055787
3.6,-0.0005787
3.64,0.0077546
3.68,0.011088
3.72,0.012755
3.76,0.012755
3.8,0.012755
3.84,0.012755
3.88,0.011088
3.92,0.011088
3.96,0.012755
4,0.017755
4.04,0.021088
4.08,0.026088
4.12,0.027755
4.16,0.029421
4.2,0.031088
4.24,0.032755
4.28,0.032755
4.32,0.034421
4.36,0.034421
4.4,0.032755
4.44,0.029421
4.48,0.027755
4.52,0.026088
4.56,0.024421
4.6,0.021088
4.64,0.019421
4.68,0.019421
4.72,0.017755
4.76,0.017755
4.8,0.019421
4.84,0.021088
4.88,0.019421
4.92,0.017755
4.96,0.016088
5,0.014421
5.04,0.012755
5.08,0.011088
5.12,0.011088
5.16,0.006088
5.2,0.006088
5.24,0.006088
5.28,0.0044213
5.32,0.0044213
5.36,0.0044213
5.4,0.0044213
5.44,0.001088
5.48,0.001088
5.52,0.001088
5.56,0.006088
5.6,0.0094213
5.64,0.011088
5.68,0.011088
5.72,0.011088
5.76,0.0094213
5.8,0.0094213
5.84,0.0077546
5.88,0.0077546
5.92,0.006088
5.96,0.006088
6,0.006088
6.04,0.0077546
6.08,0.011088
6.12,0.014421
6.16,0.019421
6.2,0.021088
6.24,0.021088
6.28,0.021088
6.32,0.019421
6.36,0.019421
6.4,0.019421
6.44,0.019421
6.48,0.019421
6.52,0.019421
6.56,0.019421
6.6,0.019421
6.64,0.019421
6.68,0.017755
6.72,0.014421
6.76,0.011088
6.8,0.0044213
6.84,-0.0022454
6.88,-0.0072454
6.92,-0.008912
6.96,-0.008912
7,-0.008912
7.04,-0.010579
7.08,-0.010579
7.12,-0.010579
7.16,-0.010579
7.2,-0.012245
7.24,-0.017245
7.28,-0.020579
7.32,-0.020579
7.36,-0.020579
7.4,-0.018912
7.44,-0.015579
7.48,-0.017245
7.52,-0.015579
7.56,-0.015579
7.6,-0.017245
7.64,-0.015579
7.68,-0.017245
7.72,-0.018912
7.76,-0.022245
7.8,-0.020579
7.84,-0.022245
7.88,-0.025579
7.92,-0.027245
7.96,-0.025579
8,-0.025579
8.04,-0.023912
8.08,-0.022245
8.12,-0.018912
8.16,-0.020579
8.2,-0.022245
8.24,-0.025579
8.28,-0.025579
8.32,-0.025579
8.36,-0.025579
8.4,-0.023912
8.44,-0.023912
8.48,-0.023912
8.52,-0.025579
8.56,-0.025579
8.6,-0.027245
8.64,-0.028912
8.68,-0.032245
8.72,-0.033912
8.76,-0.033912
8.8,-0.033912
8.84,-0.032245
8.88,-0.033912
8.92,-0.033912
8.96,-0.033912
9,-0.037245
9.04,-0.042245
9.08,-0.042245
9.12,-0.042245
9.16,-0.043912
9.2,-0.045579
9.24,-0.047245
9.28,-0.050579
9.32,-0.053912
9.36,-0.055579
9.4,-0.063912
9.44,-0.065579
9.48,-0.070579
9.52,-0.072245
9.56,-0.077245
9.6,-0.080579
9.64,-0.080579
9.68,-0.080579
9.72,-0.082245
9.76,-0.087245
9.8,-0.088912
9.84,-0.088912
9.88,-0.090579
9.92,-0.090579
9.96,-0.095579
10,-0.0972454
10.04,-0.098912
10.08,-0.098912
10.12,-0.103912
10.16,-0.105579
10.2,-0.107245
10.24,-0.107245
10.28,-0.105579
10.32,-0.105579
10.36,-0.105579
10.4,-0.103912
10.44,-0.100579
10.48,-0.102245
10.52,-0.098912
10.56,-0.0955787
10.6,-0.0955787
10.64,-0.0872454
10.68,-0.083912
10.72,-0.0822454
10.76,-0.078912
10.8,-0.078912
10.84,-0.078912
10.88,-0.078912
10.92,-0.0805787
10.96,-0.083912
11,-0.0855787
11.04,-0.0855787
11.08,-0.0855787
11.12,-0.0855787
11.16,-0.0855787
11.2,-0.0855787
11.24,-0.0855787
11.28,-0.0855787
11.32,-0.083912
11.36,-0.0855787
11.4,-0.0855787
11.44,-0.0855787
11.48,-0.0855787
11.52,-0.0855787
11.56,-0.083912
11.6,-0.083912
11.64,-0.083912
11.68,-0.0855787
11.72,-0.083912
11.76,-0.083912
11.8,-0.0855787
11.84,-0.0872454
11.88,-0.0872454
11.92,-0.0872454
11.96,-0.0872454
12,-0.0872454
12.04,-0.0872454
12.08,-0.0872454
12.12,-0.0872454
12.16,-0.088912
12.2,-0.093912
12.24,-0.0972454
12.28,-0.098912
12.32,-0.098912
12.36,-0.098912
12.4,-0.098912
12.44,-0.0972454
12.48,-0.0972454
12.52,-0.098912
12.56,-0.098912
12.6,-0.100579
12.64,-0.098912
12.68,-0.0972454
12.72,-0.093912
12.76,-0.0905787
12.8,-0.0872454
12.84,-0.0872454
12.88,-0.0872454
12.92,-0.0872454
12.96,-0.0872454
13,-0.0855787
13.04,-0.0855787
13.08,-0.0855787
13.12,-0.0822454
13.16,-0.0772454
13.2,-0.0722454
13.24,-0.068912
13.28,-0.068912
13.32,-0.0672454
13.36,-0.0672454
13.4,-0.0672454
13.44,-0.0655787
13.48,-0.0655787
13.52,-0.0655787
13.56,-0.063912
13.6,-0.0622454
13.64,-0.0605787
13.68,-0.0572454
13.72,-0.0555787
13.76,-0.0555787
13.8,-0.053912
13.84,-0.053912
13.88,-0.053912
13.92,-0.053912
13.96,-0.0522454
14,-0.053912
14.04,-0.0605787
14.08,-0.0655787
14.12,-0.063912
14.16,-0.063912
14.2,-0.063912
14.24,-0.0655787
14.28,-0.0655787
14.32,-0.063912
14.36,-0.063912
14.4,-0.063912
14.44,-0.0655787
14.48,-0.0705787
14.52,-0.0722454
14.56,-0.073912
14.6,-0.073912
14.64,-0.0722454
14.68,-0.0722454
14.72,-0.0722454
14.76,-0.073912
14.8,-0.073912
14.84,-0.0805787
14.88,-0.083912
14.92,-0.083912
14.96,-0.083912
15,-0.083912
15.04,-0.0822454
15.08,-0.0822454
15.12,-0.0805787
15.16,-0.0822454
15.2,-0.083912
15.24,-0.0855787
15.28,-0.0855787
15.32,-0.0855787
15.36,-0.0855787
15.4,-0.0855787
15.44,-0.0872454
15.48,-0.0872454
15.52,-0.0872454
15.56,-0.0872454
15.6,-0.0872454
15.64,-0.0922454
15.68,-0.0922454
15.72,-0.0922454
15.76,-0.0922454
15.8,-0.093912
15.84,-0.093912
15.88,-0.093912
15.92,-0.093912
15.96,-0.093912
16,-0.093912
16.04,-0.093912
16.08,-0.0922454
16.12,-0.0922454
16.16,-0.0905787
16.2,-0.0922454
16.24,-0.093912
16.28,-0.0955787
16.32,-0.0955787
16.36,-0.093912
16.4,-0.093912
16.44,-0.093912
16.48,-0.0922454
16.52,-0.093912
16.56,-0.093912
16.6,-0.0922454
16.64,-0.0905787
16.68,-0.088912
16.72,-0.083912
16.76,-0.078912
16.8,-0.0805787
16.84,-0.078912
16.88,-0.078912
16.92,-0.078912
16.96,-0.078912
17,-0.078912
17.04,-0.078912
17.08,-0.078912
17.12,-0.0772454
17.16,-0.0772454
17.2,-0.0755787
17.24,-0.0755787
17.28,-0.0755787
17.32,-0.0755787
17.36,-0.0755787
17.4,-0.0772454
17.44,-0.0755787
17.48,-0.0722454
17.52,-0.0705787
17.56,-0.068912
17.6,-0.0672454
17.64,-0.068912
17.68,-0.0705787
17.72,-0.0705787
17.76,-0.0705787
17.8,-0.0705787
17.84,-0.068912
17.88,-0.0655787
17.92,-0.0622454
17.96,-0.0572454
18,-0.053912
18.04,-0.0555787
18.08,-0.053912
18.12,-0.0522454
18.16,-0.048912
18.2,-0.048912
18.24,-0.043912
18.28,-0.0422454
18.32,-0.0372454
18.36,-0.0355787
18.4,-0.033912
18.44,-0.0322454
18.48,-0.028912
18.52,-0.0272454
18.56,-0.0272454
